  -4.1715843e-05	  -6.6590434e-01	   1.0194388e-01	  -1.8382492e-01	   1.3681417e+00	  -5.2996050e-02	  -7.7417495e-04	   2.0561312e-01	   6.6597847e-01	  -1.0192722e-01	   1.8389753e-01	  -1.3681515e+00	   5.2507509e-02	   2.6387512e-04	  -2.0566878e-01	  -1.7453271e-01	   9.8729695e-06	   0.0000000e+00	   0.0000000e+00	
  -8.3224464e-05	  -6.6584192e-01	   1.0197056e-01	  -1.8369392e-01	   1.3681297e+00	  -5.3739359e-02	  -1.5450048e-03	   2.0557641e-01	   6.6598978e-01	  -1.0193755e-01	   1.8383940e-01	  -1.3681489e+00	   5.2766294e-02	   5.2589033e-04	  -2.0568706e-01	  -1.7453252e-01	   1.9819714e-05	   0.0000000e+00	   0.0000000e+00	
  -1.2452588e-04	  -6.6578014e-01	   1.0199685e-01	  -1.8356271e-01	   1.3681181e+00	  -5.4475471e-02	  -2.3124867e-03	   2.0554048e-01	   6.6600136e-01	  -1.0194776e-01	   1.8378132e-01	  -1.3681466e+00	   5.3021869e-02	   7.8605352e-04	  -2.0570544e-01	  -1.7453237e-01	   2.9837769e-05	   0.0000000e+00	   0.0000000e+00	
  -1.6562011e-04	  -6.6571901e-01	   1.0202273e-01	  -1.8343133e-01	   1.3681070e+00	  -5.5204452e-02	  -3.0766182e-03	   2.0550531e-01	   6.6601321e-01	  -1.0195785e-01	   1.8372330e-01	  -1.3681445e+00	   5.3274271e-02	   1.0443726e-03	  -2.0572391e-01	  -1.7453225e-01	   3.9924660e-05	   0.0000000e+00	   0.0000000e+00	
  -2.0650723e-04	  -6.6565852e-01	   1.0204822e-01	  -1.8329978e-01	   1.3680963e+00	  -5.5926367e-02	  -3.8373973e-03	   2.0547090e-01	   6.6602532e-01	  -1.0196784e-01	   1.8366536e-01	  -1.3681426e+00	   5.3523533e-02	   1.3008557e-03	  -2.0574248e-01	  -1.7453217e-01	   5.0077895e-05	   0.0000000e+00	   0.0000000e+00	
  -2.4718732e-04	  -6.6559868e-01	   1.0207333e-01	  -1.8316810e-01	   1.3680861e+00	  -5.6641279e-02	  -4.5948224e-03	   2.0543723e-01	   6.6603767e-01	  -1.0197770e-01	   1.8360749e-01	  -1.3681408e+00	   5.3769690e-02	   1.5555108e-03	  -2.0576114e-01	  -1.7453213e-01	   6.0294971e-05	   0.0000000e+00	   0.0000000e+00	
  -2.8766047e-04	  -6.6553946e-01	   1.0209806e-01	  -1.8303631e-01	   1.3680763e+00	  -5.7349252e-02	  -5.3488920e-03	   2.0540431e-01	   6.6605028e-01	  -1.0198746e-01	   1.8354970e-01	  -1.3681393e+00	   5.4012776e-02	   1.8083460e-03	  -2.0577988e-01	  -1.7453213e-01	   7.0573365e-05	   0.0000000e+00	   0.0000000e+00	
  -3.2792681e-04	  -6.6548087e-01	   1.0212242e-01	  -1.8290442e-01	   1.3680670e+00	  -5.8050349e-02	  -6.0996054e-03	   2.0537212e-01	   6.6606313e-01	  -1.0199711e-01	   1.8349201e-01	  -1.3681380e+00	   5.4252824e-02	   2.0593696e-03	  -2.0579870e-01	  -1.7453218e-01	   8.0910541e-05	   0.0000000e+00	   0.0000000e+00	
  -3.6798648e-04	  -6.6542290e-01	   1.0214641e-01	  -1.8277246e-01	   1.3680581e+00	  -5.8744632e-02	  -6.8469620e-03	   2.0534065e-01	   6.6607621e-01	  -1.0200665e-01	   1.8343442e-01	  -1.3681369e+00	   5.4489868e-02	   2.3085898e-03	  -2.0581760e-01	  -1.7453226e-01	   9.1303944e-05	   0.0000000e+00	   0.0000000e+00	
  -4.0783965e-04	  -6.6536556e-01	   1.0217004e-01	  -1.8264045e-01	   1.3680496e+00	  -5.9432164e-02	  -7.5909616e-03	   2.0530989e-01	   6.6608952e-01	  -1.0201608e-01	   1.8337693e-01	  -1.3681360e+00	   5.4723941e-02	   2.5560149e-03	  -2.0583657e-01	  -1.7453239e-01	   1.0175100e-04	   0.0000000e+00	   0.0000000e+00	
  -4.4748652e-04	  -6.6530882e-01	   1.0219331e-01	  -1.8250841e-01	   1.3680415e+00	  -6.0113005e-02	  -8.3316043e-03	   2.0527985e-01	   6.6610305e-01	  -1.0202540e-01	   1.8331955e-01	  -1.3681353e+00	   5.4955075e-02	   2.8016533e-03	  -2.0585562e-01	  -1.7453257e-01	   1.1224912e-04	   0.0000000e+00	   0.0000000e+00	
  -4.8692727e-04	  -6.6525269e-01	   1.0221624e-01	  -1.8237635e-01	   1.3680338e+00	  -6.0787218e-02	  -9.0688906e-03	   2.0525050e-01	   6.6611680e-01	  -1.0203462e-01	   1.8326230e-01	  -1.3681348e+00	   5.5183303e-02	   3.0455134e-03	  -2.0587472e-01	  -1.7453280e-01	   1.2279568e-04	   0.0000000e+00	   0.0000000e+00	
  -5.2615249e-04	  -6.6519711e-01	   1.0223882e-01	  -1.8224434e-01	   1.3680265e+00	  -6.1454801e-02	  -9.8027941e-03	   2.0521940e-01	   6.6613069e-01	  -1.0204372e-01	   1.8320523e-01	  -1.3681345e+00	   5.5408581e-02	   3.2875109e-03	  -2.0589342e-01	  -1.7453307e-01	   1.3338560e-04	   0.0000000e+00	   0.0000000e+00	
  -5.6517185e-04	  -6.6514194e-01	   1.0226105e-01	  -1.8211249e-01	   1.3680198e+00	  -6.2115694e-02	  -1.0533191e-02	   2.0518619e-01	   6.6614455e-01	  -1.0205271e-01	   1.8314848e-01	  -1.3681345e+00	   5.5630813e-02	   3.5274968e-03	  -2.0591079e-01	  -1.7453340e-01	   1.4401859e-04	   0.0000000e+00	   0.0000000e+00	
  -6.0399476e-04	  -6.6508702e-01	   1.0228293e-01	  -1.8198093e-01	   1.3680140e+00	  -6.2769833e-02	  -1.1259959e-02	   2.0515053e-01	   6.6615824e-01	  -1.0206157e-01	   1.8309218e-01	  -1.3681350e+00	   5.5849904e-02	   3.7653236e-03	  -2.0592594e-01	  -1.7453377e-01	   1.5469428e-04	   0.0000000e+00	   0.0000000e+00	
  -6.4263043e-04	  -6.6503221e-01	   1.0230444e-01	  -1.8184978e-01	   1.3680091e+00	  -6.3417156e-02	  -1.1982977e-02	   2.0511206e-01	   6.6617161e-01	  -1.0207028e-01	   1.8303645e-01	  -1.3681361e+00	   5.6065764e-02	   4.0008465e-03	  -2.0593796e-01	  -1.7453420e-01	   1.6541228e-04	   0.0000000e+00	   0.0000000e+00	
  -6.8108781e-04	  -6.6497735e-01	   1.0232560e-01	  -1.8171915e-01	   1.3680054e+00	  -6.4057600e-02	  -1.2702128e-02	   2.0507046e-01	   6.6618451e-01	  -1.0207885e-01	   1.8298141e-01	  -1.3681379e+00	   5.6278301e-02	   4.2339230e-03	  -2.0594598e-01	  -1.7453469e-01	   1.7617212e-04	   0.0000000e+00	   0.0000000e+00	
  -7.1937564e-04	  -6.6492231e-01	   1.0234640e-01	  -1.8158915e-01	   1.3680031e+00	  -6.4691104e-02	  -1.3417294e-02	   2.0502537e-01	   6.6619679e-01	  -1.0208725e-01	   1.8292718e-01	  -1.3681405e+00	   5.6487424e-02	   4.4644127e-03	  -2.0594912e-01	  -1.7453523e-01	   1.8697327e-04	   0.0000000e+00	   0.0000000e+00	
  -7.5750243e-04	  -6.6486695e-01	   1.0236683e-01	  -1.8145992e-01	   1.3680022e+00	  -6.5317605e-02	  -1.4128361e-02	   2.0497648e-01	   6.6620831e-01	  -1.0209549e-01	   1.8287390e-01	  -1.3681440e+00	   5.6693047e-02	   4.6921775e-03	  -2.0594652e-01	  -1.7453583e-01	   1.9781517e-04	   0.0000000e+00	   0.0000000e+00	
  -7.9547643e-04	  -6.6481111e-01	   1.0238690e-01	  -1.8133155e-01	   1.3680031e+00	  -6.5937041e-02	  -1.4835215e-02	   2.0492344e-01	   6.6621892e-01	  -1.0210355e-01	   1.8282168e-01	  -1.3681485e+00	   5.6895082e-02	   4.9170810e-03	  -2.0593733e-01	  -1.7453649e-01	   2.0869717e-04	   0.0000000e+00	   0.0000000e+00	
  -8.3330595e-04	  -6.6475463e-01	   1.0240660e-01	  -1.8120418e-01	   1.3680058e+00	  -6.6549347e-02	  -1.5537741e-02	   2.0486596e-01	   6.6622849e-01	  -1.0211142e-01	   1.8277064e-01	  -1.3681541e+00	   5.7093445e-02	   5.1389896e-03	  -2.0592073e-01	  -1.7453722e-01	   2.1961864e-04	   0.0000000e+00	   0.0000000e+00	
